"Name","Location","Function Signature","Function Size","Namespace"
"GetCoCP","8085bea8","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","8085beb4","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","80860dbc","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","80860dc8","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","80864798","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","808647a0","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","8086485c","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","80864868","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","8086c614","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","8086c61c","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","8086c6d8","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","8086c6e4","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","8086e6c0","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","8086e6c8","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","8086e784","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","8086e790","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","80871570","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","80871578","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","80871634","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","80871640","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","80873e0c","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","80873e14","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","80873ed0","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","80873edc","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","80875c9c","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","80875ca4","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","80875d60","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","80875d6c","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","80878d30","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","80878d3c","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","80878d64","undefined GetCoCP(cCcD_SphAttr * this)","8","cCcD_SphAttr"
"GetCoCP","80878d6c","undefined GetCoCP(cCcD_SphAttr * this)","8","cCcD_SphAttr"
"GetCoCP","80878e1c","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","80878e24","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","8087b798","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","8087b7a0","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","8087b85c","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","8087b868","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808800ac","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808800b8","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808800d4","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","808800dc","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","80888220","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","80888228","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","808882e4","undefined GetCoCP(cCcD_SphAttr * this)","8","cCcD_SphAttr"
"GetCoCP","808882ec","undefined GetCoCP(cCcD_SphAttr * this)","8","cCcD_SphAttr"
"GetCoCP","8088839c","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808883a8","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","8088dd98","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","8088dda0","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","8088de5c","undefined GetCoCP(cCcD_SphAttr * this)","8","cCcD_SphAttr"
"GetCoCP","8088de64","undefined GetCoCP(cCcD_SphAttr * this)","8","cCcD_SphAttr"
"GetCoCP","8088df14","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","8088df20","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","80895fe0","undefined GetCoCP(cCcD_SphAttr * this)","8","cCcD_SphAttr"
"GetCoCP","80895fe8","undefined GetCoCP(cCcD_SphAttr * this)","8","cCcD_SphAttr"
"GetCoCP","808960a4","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","808960ac","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","8089615c","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","80896168","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","8089ea10","undefined GetCoCP(cCcD_SphAttr * this)","8","cCcD_SphAttr"
"GetCoCP","8089ea18","undefined GetCoCP(cCcD_SphAttr * this)","8","cCcD_SphAttr"
"GetCoCP","8089eae4","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","8089eaec","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","8089eb9c","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","8089eba8","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808b0b20","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","808b0b28","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","808b0be4","undefined GetCoCP(cCcD_SphAttr * this)","8","cCcD_SphAttr"
"GetCoCP","808b0bec","undefined GetCoCP(cCcD_SphAttr * this)","8","cCcD_SphAttr"
"GetCoCP","808b0c9c","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808b0ca8","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808b25c0","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","808b25c8","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","808b2684","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808b2690","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808b3008","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","808b3010","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","808b30cc","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808b30d8","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808b3ab8","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","808b3ac0","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","808b3b7c","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808b3b88","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808b4a04","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","808b4a0c","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","808b4ac8","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808b4ad4","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808b8538","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","808b8540","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","808b85fc","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808b8608","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808b900c","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","808b9014","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","808b90d0","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808b90dc","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808c9660","undefined GetCoCP(cCcD_SphAttr * this)","8","cCcD_SphAttr"
"GetCoCP","808c9668","undefined GetCoCP(cCcD_SphAttr * this)","8","cCcD_SphAttr"
"GetCoCP","808c9724","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","808c972c","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","808c97dc","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808c97e8","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808cb85c","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","808cb864","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","808cb920","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808cb92c","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808cc730","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","808cc738","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","808cc7f4","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808cc800","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808cdcb0","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808cdcbc","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808d6930","undefined GetCoCP(cCcD_SphAttr * this)","8","cCcD_SphAttr"
"GetCoCP","808d6938","undefined GetCoCP(cCcD_SphAttr * this)","8","cCcD_SphAttr"
"GetCoCP","808d6a8c","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808d6a98","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808d6ab4","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","808d6abc","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","808dea64","undefined GetCoCP(cCcD_SphAttr * this)","8","cCcD_SphAttr"
"GetCoCP","808dea6c","undefined GetCoCP(cCcD_SphAttr * this)","8","cCcD_SphAttr"
"GetCoCP","808deb28","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","808deb30","undefined GetCoCP(cCcD_CylAttr * this)","8","cCcD_CylAttr"
"GetCoCP","808debe0","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoCP","808debec","undefined GetCoCP(cCcD_ShapeAttr * this)","12","cCcD_ShapeAttr"
"GetCoHitObj","800abba4","undefined GetCoHitObj(dCcD_GObjInf * this)","80","dCcD_GObjInf"
"getCollectMapKind","801c7760","undefined getCollectMapKind(dMenu_Fmap2_c * this\, char param_1)","92","dMenu_Fmap2_c"
"getCollectMapNum","8005ba70","undefined getCollectMapNum(dSv_player_map_c * this)","120","dSv_player_map_c"
"getCollectMapTexChange","801c6f60","undefined getCollectMapTexChange(dMenu_Fmap2_c * this)","160","dMenu_Fmap2_c"
"getColLoopOffset","8025764c","undefined getColLoopOffset(JPABaseShapeArc * this)","8","JPABaseShapeArc"
"getColor","802f120c","undefined getColor(J3DAnmVtxColorFull * this\, uchar param_1\, ushort param_2\, _GXColor * param_3)","680","J3DAnmVtxColorFull"
"getColor","802f14b4","undefined getColor(J3DAnmVtxColorKey * this\, uchar param_1\, ushort param_2\, _GXColor * param_3)","796","J3DAnmVtxColorKey"
"getColor","802f188c","undefined getColor(J3DAnmColorFull * this\, ushort param_1\, _GXColor * param_2)","848","J3DAnmColorFull"
"getColor","802f1bdc","undefined getColor(J3DAnmColorKey * this\, ushort param_1\, _GXColor * param_2)","836","J3DAnmColorKey"
"getColor","802f2ff0","undefined getColor(J3DAnmColor * this\, ushort param_1\, _GXColor * param_2)","4","J3DAnmColor"
"getColor","802f3140","undefined getColor(J3DAnmVtxColor * this\, uchar param_1\, ushort param_2\, _GXColor * param_3)","4","J3DAnmVtxColor"
"getColorChan","800101a4","undefined getColorChan(J3DColorBlock * this\, ulong param_1)","8","J3DColorBlock"
"getColorChan","802eb644","undefined getColorChan(J3DColorBlockLightOn * this\, ulong param_1)","20","J3DColorBlockLightOn"
"getColorChan","802eb8a4","undefined getColorChan(J3DColorBlockLightOff * this\, ulong param_1)","20","J3DColorBlockLightOff"
"getColorChanNum","800101b4","undefined getColorChanNum(J3DColorBlock * this)","8","J3DColorBlock"
"getColorChanNum","802eb614","undefined getColorChanNum(J3DColorBlockLightOn * this)","8","J3DColorBlockLightOn"
"getColorChanNum","802eb874","undefined getColorChanNum(J3DColorBlockLightOff * this)","8","J3DColorBlockLightOff"
"getColorChanOffset","802df784","undefined getColorChanOffset(J3DColorBlock * this)","8","J3DColorBlock"
"getColorChanOffset","802eb69c","undefined getColorChanOffset(J3DColorBlockLightOn * this)","8","J3DColorBlockLightOn"
"getColorChanOffset","802eb8dc","undefined getColorChanOffset(J3DColorBlockLightOff * this)","8","J3DColorBlockLightOff"
"getColorRegAnmMaxFrm","802578e8","undefined getColorRegAnmMaxFrm(JPABaseShapeArc * this)","12","JPABaseShapeArc"
"getColorRegAnmType","802578d8","undefined getColorRegAnmType(JPABaseShapeArc * this)","16","JPABaseShapeArc"
"getCompositeData_add_","80273bf4","undefined getCompositeData_add_(@unnamed@fvb_cpp@ * this\, void * param_1)","12","JStudio::fvb::@unnamed@fvb_cpp@"
"getCompositeData_divide_","80273c18","undefined getCompositeData_divide_(@unnamed@fvb_cpp@ * this\, void * param_1)","12","JStudio::fvb::@unnamed@fvb_cpp@"
"getCompositeData_index_","80273bdc","undefined getCompositeData_index_(@unnamed@fvb_cpp@ * this\, void * param_1)","12","JStudio::fvb::@unnamed@fvb_cpp@"
"getCompositeData_multiply_","80273c0c","undefined getCompositeData_multiply_(@unnamed@fvb_cpp@ * this\, void * param_1)","12","JStudio::fvb::@unnamed@fvb_cpp@"
"getCompositeData_parameter_","80273be8","undefined getCompositeData_parameter_(@unnamed@fvb_cpp@ * this\, void * param_1)","12","JStudio::fvb::@unnamed@fvb_cpp@"
"getCompositeData_raw_","80273bd0","undefined getCompositeData_raw_(@unnamed@fvb_cpp@ * this\, void * param_1)","12","JStudio::fvb::@unnamed@fvb_cpp@"
"getCompositeData_subtract_","80273c00","undefined getCompositeData_subtract_(@unnamed@fvb_cpp@ * this\, void * param_1)","12","JStudio::fvb::@unnamed@fvb_cpp@"
"getCompositeOperation_","80273c24","undefined getCompositeOperation_(@unnamed@fvb_cpp@ * this\, TEComposite param_1)","20","JStudio::fvb::@unnamed@fvb_cpp@"
"getCranePos","807c52cc","undefined getCranePos(daObj_Ikada_c * this)","28","daObj_Ikada_c"
"getCrawlMoveAnmSpeed","801387a4","undefined getCrawlMoveAnmSpeed(daPy_lk_c * this)","72","daPy_lk_c"
"getCrawlMoveSpeed","801387ec","undefined getCrawlMoveSpeed(daPy_lk_c * this)","124","daPy_lk_c"
"getCrawlMoveVec","80138d50","undefined getCrawlMoveVec(daPy_lk_c * this\, cXyz * param_1\, cXyz * param_2\, cXyz * param_3)","472","daPy_lk_c"
"getCreateCount","80056a18","undefined getCreateCount(daObj_Roten_c * this)","184","daObj_Roten_c"
"GetCross","800f0070","undefined GetCross(cBgS_LinChk * this)","8","cBgS_LinChk"
"getCrossProduct","802457fc","cXyz * getCrossProduct(cXyz * __return_storage_ptr__\, cXyz * this\, cXyz * param_1)","80","cXyz"
"getCullMode","802df64c","undefined getCullMode(J3DColorBlock * this)","8","J3DColorBlock"
"getCullMode","802eb68c","undefined getCullMode(J3DColorBlockLightOn * this)","8","J3DColorBlockLightOn"
"getCullMode","802eb8cc","undefined getCullMode(J3DColorBlockLightOff * this)","8","J3DColorBlockLightOff"
"getCurOffset","8027d2e8","undefined getCurOffset(THeap * this)","108","JASystem::Kernel::THeap"
"getCurrentDir","80287d24","undefined getCurrentDir(WaveArcLoader * this)","12","JASystem::WaveArcLoader"
"getCurrentFieldEvenOdd","80314914","undefined getCurrentFieldEvenOdd()","104","vi"
"getCurrentGroupId","802b08ec","int getCurrentGroupId(JKRHeap * this)","44","JKRHeap"
"getCurrentHeap","80284548","undefined getCurrentHeap(TBank * this)","20","JASystem::TBank"
"getCurrentHeap","8028455c","undefined getCurrentHeap(TWaveBank * this)","20","JASystem::TWaveBank"
"getCurVol","8027c8c8","undefined getCurVol(TControl * this)","56","JASystem::HardStream::TControl"
"getCutDirection","80155970","undefined getCutDirection(daPy_lk_c * this)","128","daPy_lk_c"
"getCycle","80258490","undefined getCycle(JPAFieldBlockArc * this)","12","JPAFieldBlockArc"
"getDaizaSetItemNum","800568b0","undefined getDaizaSetItemNum(daDai_c * this)","8","daDai_c"
"getDamageVec","80111b80","undefined getDamageVec(daPy_lk_c * this\, dCcD_GObjInf * param_1)","484","daPy_lk_c"
"getDarkMode","80041330","undefined getDarkMode(dStage_roomControl_c * this)","64","dStage_roomControl_c"
"getDarkStatus","800412ec","undefined getDarkStatus(dStage_roomControl_c * this)","68","dStage_roomControl_c"
"getData","800f4bc8","daItemBase_c_m_data * getData(daItemBase_c * this)","12","daItemBase_c"
"getData","80274a90","undefined getData(TParse_TParagraph * this\, TData * param_1)","104","JStudio::fvb::data::TParse_TParagraph"
"getData","80275a64","undefined getData(TParse_TSequence * this\, TData * param_1)","80","JStudio::stb::data::TParse_TSequence"
"getData","80275ab4","undefined getData(TParse_TParagraph * this\, TData * param_1)","120","JStudio::stb::data::TParse_TParagraph"
"getData","80275b2c","undefined getData(TParse_TParagraph_data * this\, TData * param_1)","128","JStudio::stb::data::TParse_TParagraph_data"
"getData","80640b98","undefined getData(daFallRockTag_c * this)","12","daFallRockTag_c"
"getData","808b1778","undefined getData(daSteamTag_c * this)","12","daSteamTag_c"
"getDataFlag","802581e0","undefined getDataFlag(JPADynamicsBlockArc * this)","12","JPADynamicsBlockArc"
"GetDates","803096c8","undefined GetDates()","412","os"
"getDayNightParamData","8014d778","int getDayNightParamData(daPy_lk_c * this)","92","daPy_lk_c"
"getDaytime","80190c0c","undefined getDaytime(dScnKy_env_light_c * this)","8","dScnKy_env_light_c"
"getDecreaseRateX","80257c24","undefined getDecreaseRateX(JPAExtraShapeArc * this)","8","JPAExtraShapeArc"
"getDecreaseRateY","80257c2c","undefined getDecreaseRateY(JPAExtraShapeArc * this)","8","JPAExtraShapeArc"
"getDefaultMsg","806fc5a4","undefined getDefaultMsg(daNpc_Bs1_c * this)","240","daNpc_Bs1_c"
"getdemo_action","806f18d0","undefined getdemo_action(daNpc_Bms1_c * this\, void * param_1)","468","daNpc_Bms1_c"
"getdemo_action","806fd9f0","undefined getdemo_action(daNpc_Bs1_c * this\, void * param_1)","580","daNpc_Bs1_c"
"getdemo_action","8070282c","undefined getdemo_action(daNpc_Btsw_c * this\, void * param_1)","344","daNpc_Btsw_c"
"getdemo_action","80712560","undefined getdemo_action(daNpc_Ds1_c * this\, void * param_1)","676","daNpc_Ds1_c"
"getdemo_action","807bcb94","undefined getdemo_action(daNpc_Rsh1_c * this\, void * param_1)","516","daNpc_Rsh1_c"
"getDemoAction","8006c0a4","int getDemoAction(dDoor_info_c * this)","72","dDoor_info_c"
"getDemoAction","80671414","undefined getDemoAction(daGoal_Flag_c * this\, int param_1)","64","daGoal_Flag_c"
"getDemoAction","806a1c14","undefined getDemoAction(daMbdoor_c * this)","72","daMbdoor_c"
"getDemoLookActor","8012cd60","undefined getDemoLookActor(daPy_lk_c * this)","116","daPy_lk_c"
"getDescent","8022f804","undefined getDescent(JUTResFont * this)","12","JUTResFont"
"getDir","802584c4","undefined getDir(JPAFieldBlockArc * this\, TVec3<float> * param_1)","32","JPAFieldBlockArc"
"getDirDistToPos","807a44c8","undefined getDirDistToPos(daNpcPeople_c * this\, short param_1\, float param_2)","100","daNpcPeople_c"
"getDirectionFromAngle","80108a9c","undefined getDirectionFromAngle(daPy_lk_c * this\, short param_1)","108","daPy_lk_c"
"getDirectionFromCurrentAngle","80108b38","undefined getDirectionFromCurrentAngle(daPy_lk_c * this)","48","daPy_lk_c"
"getDirectionFromShapeAngle","80108b08","undefined getDirectionFromShapeAngle(daPy_lk_c * this)","48","daPy_lk_c"
"getDirEntry","802b8258","undefined getDirEntry(JKRArchive * this\, SDirEntry * param_1\, ulong param_2)","120","JKRArchive"
"getDirType","802575f8","undefined getDirType(JPABaseShapeArc * this)","16","JPABaseShapeArc"
"getDirType","80257e24","undefined getDirType(JPASweepShapeArc * this)","16","JPASweepShapeArc"
"getDistance","800cce88","undefined getDistance(dSalvage_control_c * this\, int param_1)","16","dSalvage_control_c"
"getDistance","804816b8","undefined getDistance(daSalvage_c * this\, int param_1\, float * param_2)","112","daSalvage_c"
"getDisTime","80258550","undefined getDisTime(JPAFieldBlockArc * this)","12","JPAFieldBlockArc"
"getDither","802df6a4","undefined getDither(J3DPEBlock * this)","8","J3DPEBlock"
"getDither","802ea014","undefined getDither(J3DPEBlockFull * this)","8","J3DPEBlockFull"
"getDither","802ea1a8","undefined getDither(J3DPEBlockFogOff * this)","8","J3DPEBlockFogOff"
"getDivNumber","802582a8","undefined getDivNumber(JPADynamicsBlockArc * this)","12","JPADynamicsBlockArc"
"getDMap","80044bb4","undefined getDMap(dStage_roomDt_c * this)","88","dStage_roomDt_c"
"getDMap","8004523c","undefined getDMap(dStage_stageDt_c * this)","8","dStage_stageDt_c"
"getDMCAngle","80165720","undefined getDMCAngle(dCamera_c * this\, cSAngle param_1)","36","dCamera_c"
"getDrawMode","800cceac","undefined getDrawMode(dSalvage_control_c * this\, int param_1)","16","dSalvage_control_c"
"getDrTg","80044c14","undefined getDrTg(dStage_roomDt_c * this)","8","dStage_roomDt_c"
"getDrTg","8004524c","undefined getDrTg(dStage_stageDt_c * this)","8","dStage_stageDt_c"
"getDSPHandle","8028a130","undefined getDSPHandle(DSPInterface * this\, uchar param_1)","20","JASystem::DSPInterface"
"getDstBlendFactor1","80257704","undefined getDstBlendFactor1(JPABaseShapeArc * this)","28","JPABaseShapeArc"
"getDvdPathName","802b7d58","undefined getDvdPathName(JKRFileCache * this\, char * param_1)","264","JKRFileCache"
"getDzb","804d2a10","undefined getDzb(daDoor12_c * this)","92","daDoor12_c"
"getDzb","806a12f4","undefined getDzb(daMbdoor_c * this)","60","daMbdoor_c"
"GetDzbId","805418b0","undefined GetDzbId(daSaku_c * this\, int param_1)","156","daSaku_c"
"getDzbName","80415034","undefined getDzbName(daDoor10_c * this)","116","daDoor10_c"
"getDzbName","80686724","undefined getDzbName(daKddoor_c * this)","16","daKddoor_c"
"getEmitterDir","80258254","undefined getEmitterDir(JPADynamicsBlockArc * this\, TVec3<float> * param_1)","32","JPADynamicsBlockArc"
"getEmitterRot","80258214","undefined getEmitterRot(JPADynamicsBlockArc * this\, TVec3<short> * param_1)","32","JPADynamicsBlockArc"
"getEmitterScl","802581f4","undefined getEmitterScl(JPADynamicsBlockArc * this\, TVec3<float> * param_1)","32","JPADynamicsBlockArc"
"getEmitterTrs","80258234","undefined getEmitterTrs(JPADynamicsBlockArc * this\, TVec3<float> * param_1)","32","JPADynamicsBlockArc"
"getEmonoItemFromLifeBallTable","800c7ed0","undefined getEmonoItemFromLifeBallTable()","836","d_item"
"getEnTime","80258544","undefined getEnTime(JPAFieldBlockArc * this)","12","JPAFieldBlockArc"
"getEnv","80257f80","undefined getEnv(JPASweepShapeArc * this)","12","JPASweepShapeArc"
"getEnvAlpha","80257f98","undefined getEnvAlpha(JPASweepShapeArc * this)","12","JPASweepShapeArc"
"getEnvColor","802578b8","undefined getEnvColor(JPABaseShapeArc * this\, short param_1)","20","JPABaseShapeArc"
"getEnvColor","802578cc","undefined getEnvColor(JPABaseShapeArc * this)","12","JPABaseShapeArc"
"getEnvrInfo","80044020","undefined getEnvrInfo(dStage_roomDt_c * this)","108","dStage_roomDt_c"
"getEnvrInfo","80044cb4","undefined getEnvrInfo(dStage_stageDt_c * this)","8","dStage_stageDt_c"
"getEnvrNumInfo","80044390","undefined getEnvrNumInfo(dStage_roomDt_c * this)","108","dStage_roomDt_c"
"getEnvrNumInfo","80044d04","undefined getEnvrNumInfo(dStage_stageDt_c * this)","8","dStage_stageDt_c"
"getEvActor","800b07f4","fopAc_ac_c * getEvActor(dCamera_c * this\, char * param_1)","272","dCamera_c"
"getEvActor","800b0904","undefined getEvActor(dCamera_c * this\, char * param_1\, char * param_2)","284","dCamera_c"
"getEventActionNo","80730088","undefined getEventActionNo(daNpc_Ji1_c * this\, int param_1)","64","daNpc_Ji1_c"
"getEventData","80074370","dEvDtEvent_c * getEventData(dEvent_manager_c * this\, short eventIdx)","60","dEvent_manager_c"
"getEventEndSound","80074bb0","undefined getEventEndSound(dEvent_manager_c * this\, short param_1)","52","dEvent_manager_c"
"getEventFlag","80491eb8","undefined getEventFlag(daTag_Event_c * this)","12","daTag_Event_c"
"getEventFlag","804945f4","undefined getEventFlag(daTag_Hint_c * this)","12","daTag_Hint_c"
"getEventFlag","80499e68","undefined getEventFlag(daTag_Msg_c * this)","12","daTag_Msg_c"
"getEventFlag","805aad90","undefined getEventFlag(daBigelf_c * this)","128","daBigelf_c"
